Date,Close
1/4/2016,100.274513
1/5/2016,97.761681
1/6/2016,95.848511
1/7/2016,91.803276
1/8/2016,92.288696
1/11/2016,93.783073
1/12/2016,95.144165
1/13/2016,92.69799
1/14/2016,94.725372
1/15/2016,92.450516
1/19/2016,92.003166
1/20/2016,92.1269
1/21/2016,91.6605
1/22/2016,96.533836
1/25/2016,94.649239
1/26/2016,95.172729
1/27/2016,88.91925
1/28/2016,89.556976
1/29/2016,92.650391
2/1/2016,91.784241
2/2/2016,89.928192
2/3/2016,91.708099
2/4/2016,92.444969
2/5/2016,89.975929
2/8/2016,90.923355
2/9/2016,90.904213
2/10/2016,90.215187
2/11/2016,89.669716
2/12/2016,89.947243
2/16/2016,92.483246
2/17/2016,93.899597
2/18/2016,92.119606
2/19/2016,91.90905
2/22/2016,92.712921
2/23/2016,90.617134
2/24/2016,91.966469
2/25/2016,92.598099
2/26/2016,92.741638
2/29/2016,92.531113
3/1/2016,96.205925
3/2/2016,96.416466
3/3/2016,97.134209
3/4/2016,98.579269
3/7/2016,97.488304
3/8/2016,96.68441
3/9/2016,96.770554
3/10/2016,96.81839
3/11/2016,97.861526
3/14/2016,98.110329
3/15/2016,100.081726
3/16/2016,101.411957
3/17/2016,101.24926
3/18/2016,101.364082
3/21/2016,101.354515
3/22/2016,102.129684
3/23/2016,101.565056
3/24/2016,101.12484
3/28/2016,100.665497
3/29/2016,103.048386
3/30/2016,104.847527
3/31/2016,104.302032
4/1/2016,105.259033
4/4/2016,106.340446
4/5/2016,105.086777
4/6/2016,106.187309
4/7/2016,103.871399
4/8/2016,103.986237
4/11/2016,104.330734
4/12/2016,105.689674
4/13/2016,107.220863
4/14/2016,107.278267
4/15/2016,105.125053
4/18/2016,102.856995
4/19/2016,102.311501
4/20/2016,102.522049
4/21/2016,101.411957
4/22/2016,101.134422
4/25/2016,100.560219
4/26/2016,99.86161
4/27/2016,93.612503
4/28/2016,90.751106
4/29/2016,89.707985
5/2/2016,89.612282
5/3/2016,91.086044
5/4/2016,90.138626
5/5/2016,89.772751
5/6/2016,89.272095
5/9/2016,89.3395
5/10/2016,89.946068
5/11/2016,89.069908
5/12/2016,86.980591
5/13/2016,87.153908
5/16/2016,90.388962
5/17/2016,90.013474
5/18/2016,91.043686
5/19/2016,90.69706
5/20/2016,91.679131
5/23/2016,92.844124
5/24/2016,94.259468
5/25/2016,95.915504
5/26/2016,96.676132
5/27/2016,96.618355
5/31/2016,96.146599
6/1/2016,94.798653
6/2/2016,94.086182
6/3/2016,94.278725
6/6/2016,94.962318
6/7/2016,95.34745
6/8/2016,95.260803
6/9/2016,95.944397
6/10/2016,95.154907
6/13/2016,93.720306
6/14/2016,93.835823
6/15/2016,93.527725
6/16/2016,93.922485
6/17/2016,91.785042
6/20/2016,91.563599
6/21/2016,92.343475
6/22/2016,91.996872
6/23/2016,92.526405
6/24/2016,89.926819
6/27/2016,88.617378
6/28/2016,90.109749
6/29/2016,90.889633
6/30/2016,92.045006
7/1/2016,92.324219
7/5/2016,91.45768
7/6/2016,91.977615
7/7/2016,92.372368
7/8/2016,93.084846
7/11/2016,93.373688
7/12/2016,93.797318
7/13/2016,93.267769
7/14/2016,95.116379
7/15/2016,95.106743
7/18/2016,96.117714
7/19/2016,96.156219
7/20/2016,96.242867
7/21/2016,95.732582
7/22/2016,94.991211
7/25/2016,93.720306
7/26/2016,93.075211
7/27/2016,99.121674
7/28/2016,100.459991
7/29/2016,100.334824
8/1/2016,102.106415
8/2/2016,100.594788
8/3/2016,101.856071
8/4/2016,102.485298
8/5/2016,104.043823
8/8/2016,104.905365
8/9/2016,105.331291
8/10/2016,104.547203
8/11/2016,104.479439
8/12/2016,104.721436
8/15/2016,105.979889
8/16/2016,105.88308
8/17/2016,105.728195
8/18/2016,105.592674
8/19/2016,105.863716
8/22/2016,105.040901
8/23/2016,105.370033
8/24/2016,104.576241
8/25/2016,104.130951
8/26/2016,103.521088
8/29/2016,103.404922
8/30/2016,102.611137
8/31/2016,102.707939
9/1/2016,103.317795
9/2/2016,104.285843
9/6/2016,104.256783
9/7/2016,104.895683
9/8/2016,102.146477
9/9/2016,99.832893
9/12/2016,102.069046
9/13/2016,104.498795
9/14/2016,108.196663
9/15/2016,111.875175
9/16/2016,111.245972
9/19/2016,109.948807
9/20/2016,109.939125
9/21/2016,109.919762
9/22/2016,110.955559
9/23/2016,109.106613
9/26/2016,109.271187
9/27/2016,109.474457
9/28/2016,110.306976
9/29/2016,108.593559
9/30/2016,109.435753
10/3/2016,108.922684
10/4/2016,109.387352
10/5/2016,109.435753
10/6/2016,110.248878
10/7/2016,110.413445
10/10/2016,112.339836
10/11/2016,112.581856
10/12/2016,113.588593
10/13/2016,113.240112
10/14/2016,113.869324
10/17/2016,113.791885
10/18/2016,113.714439
10/19/2016,113.375626
10/20/2016,113.317543
10/21/2016,112.872246
10/24/2016,113.88868
10/25/2016,114.469498
10/26/2016,111.894531
10/27/2016,110.820038
10/28/2016,110.08432
10/31/2016,109.91008
11/1/2016,107.925621
11/2/2016,108.022415
11/3/2016,106.864563
11/4/2016,105.901283
11/7/2016,107.428894
11/8/2016,108.061333
11/9/2016,107.886208
11/10/2016,104.879639
11/11/2016,105.50235
11/14/2016,102.855804
11/15/2016,104.218002
11/16/2016,107.020233
11/17/2016,106.981316
11/18/2016,107.088348
11/21/2016,108.713264
11/22/2016,108.781372
11/23/2016,108.226761
11/25/2016,108.771629
11/28/2016,108.557579
11/29/2016,108.450546
11/30/2016,107.535919
12/1/2016,106.533737
12/2/2016,106.932678
12/5/2016,106.163994
12/6/2016,106.981316
12/7/2016,108.03215
12/8/2016,109.092728
12/9/2016,110.873322
12/12/2016,110.240868
12/13/2016,112.079834
12/14/2016,112.079834
12/15/2016,112.692825
12/16/2016,112.838768
12/19/2016,113.490685
12/20/2016,113.792313
12/21/2016,113.899338
12/22/2016,113.150139
12/23/2016,113.373917
12/27/2016,114.093948
12/28/2016,113.607445
12/29/2016,113.578247
12/30/2016,112.692825
1/3/2017,113.013916
1/4/2017,112.887413
1/5/2017,113.461502
1/6/2017,114.726402
1/9/2017,115.777237
1/10/2017,115.893997
1/11/2017,116.516708
1/12/2017,116.030212
1/13/2017,115.825882
1/17/2017,116.759972
1/18/2017,116.750229
1/19/2017,116.545898
1/20/2017,116.759972
1/23/2017,116.837799
1/24/2017,116.730774
1/25/2017,118.589195
1/26/2017,118.647583
1/27/2017,118.657303
1/30/2017,118.345947
1/31/2017,118.073517
2/1/2017,125.273705
2/2/2017,125.059654
2/3/2017,125.594803
2/6/2017,126.772125
2/7/2017,127.97863
2/8/2017,128.474869
2/9/2017,129.403229
2/10/2017,129.110077
2/13/2017,130.253418
2/14/2017,131.944016
2/15/2017,132.422836
2/16/2017,132.266495
2/17/2017,132.628067
2/21/2017,133.585724
2/22/2017,133.986389
2/23/2017,133.419601
2/24/2017,133.546661
2/27/2017,133.810471
2/28/2017,133.86911
3/1/2017,136.605331
3/2/2017,135.79425
3/3/2017,136.595566
3/6/2017,136.165573
3/7/2017,136.341476
3/8/2017,135.833344
3/9/2017,135.520599
3/10/2017,135.970139
3/13/2017,136.028748
3/14/2017,135.823547
3/15/2017,137.260071
3/16/2017,137.484818
3/17/2017,136.800797
3/20/2017,138.237305
3/21/2017,136.65419
3/22/2017,138.198212
3/23/2017,137.709579
3/24/2017,137.435974
3/27/2017,137.670532
3/28/2017,140.523987
3/29/2017,140.8367
3/30/2017,140.651016
3/31/2017,140.387177
4/3/2017,140.426254
4/4/2017,141.471878
4/5/2017,140.738983
4/6/2017,140.387177
4/7/2017,140.074463
4/10/2017,139.908325
4/11/2017,138.403427
4/12/2017,138.56955
4/13/2017,137.836624
4/17/2017,138.598862
4/18/2017,137.9832
4/19/2017,137.475052
4/20/2017,139.194962
4/21/2017,139.028854
4/24/2017,140.36763
4/25/2017,141.23735
4/26/2017,140.406723
4/27/2017,140.514191
4/28/2017,140.37738
5/1/2017,143.240646
5/2/2017,144.149475
5/3/2017,143.709702
5/4/2017,143.191772
5/5/2017,145.566422
5/8/2017,149.524139
5/9/2017,150.481842
5/10/2017,149.768448
5/11/2017,151.063705
5/12/2017,153.173401
5/15/2017,152.780899
5/16/2017,152.555237
5/17/2017,147.433075
5/18/2017,149.680145
5/19/2017,150.190384
5/22/2017,151.102982
5/23/2017,150.916519
5/24/2017,150.465149
5/25/2017,150.985199
5/26/2017,150.730072
5/30/2017,150.788956
5/31/2017,149.896011
6/1/2017,150.308136
6/2/2017,152.535599
6/5/2017,151.044067
6/6/2017,151.554321
6/7/2017,152.457092
6/8/2017,152.084213
6/9/2017,146.186874
6/12/2017,142.693649
6/13/2017,143.84169
6/14/2017,142.438507
6/15/2017,141.584808
6/16/2017,139.602707
6/19/2017,143.596375
6/20/2017,142.291321
6/21/2017,143.135193
6/22/2017,142.899704
6/23/2017,143.537506
6/26/2017,143.086136
6/27/2017,141.035309
6/28/2017,143.095947
6/29/2017,140.986252
6/30/2017,141.319901
7/3/2017,140.809631
7/5/2017,141.388565
7/6/2017,140.054062
7/7/2017,141.476883
7/10/2017,142.340378
7/11/2017,142.801575
7/12/2017,143.007645
7/13/2017,144.999573
7/14/2017,146.245743
7/17/2017,146.756012
7/18/2017,147.266281
7/19/2017,148.188644
7/20/2017,147.521393
7/21/2017,147.452713
7/24/2017,149.238586
7/25/2017,149.876404
7/26/2017,150.582916
7/27/2017,147.737274
7/28/2017,146.697144
7/31/2017,145.941574
8/1/2017,147.236847
8/2/2017,154.193909
8/3/2017,152.65332
8/4/2017,153.457947
8/7/2017,155.832596
8/8/2017,157.078781
8/9/2017,158.040405
8/10/2017,153.006531
8/11/2017,155.134338
8/14/2017,157.46907
8/15/2017,159.192978
8/16/2017,158.552673
8/17/2017,155.508698
8/18/2017,155.154068
8/21/2017,154.868378
8/22/2017,157.400101
8/23/2017,157.597107
8/24/2017,156.89769
8/25/2017,157.478897
8/28/2017,159.064911
8/29/2017,160.48349
8/30/2017,160.916916
8/31/2017,161.557236
9/1/2017,161.606491
9/5/2017,159.665848
9/6/2017,159.498367
9/7/2017,158.858032
9/8/2017,156.267227
9/11/2017,159.094467
9/12/2017,158.46402
9/13/2017,157.272018
9/14/2017,155.92244
9/15/2017,157.498611
9/18/2017,156.306625
9/19/2017,156.365723
9/20/2017,153.745377
9/21/2017,151.10527
9/22/2017,149.627625
9/25/2017,148.307571
9/26/2017,150.859009
9/27/2017,151.93277
9/28/2017,150.996918
9/29/2017,151.824387
10/2/2017,151.519028
10/3/2017,152.179031
10/4/2017,151.193924
10/5/2017,153.07547
10/6/2017,152.986816
10/9/2017,153.518768
10/10/2017,153.577866
10/11/2017,154.218216
10/12/2017,153.676392
10/13/2017,154.651642
10/16/2017,157.498611
10/17/2017,158.079819
10/18/2017,157.380386
10/19/2017,153.656693
10/20/2017,153.922668
10/23/2017,153.843857
10/24/2017,154.76001
10/25/2017,154.080307
10/26/2017,155.065399
10/27/2017,160.621384
10/30/2017,164.236725
10/31/2017,166.522171
11/1/2017,164.40419
11/2/2017,165.606018
11/3/2017,169.930634
11/6/2017,171.654556
11/7/2017,172.206223
11/8/2017,173.614929
11/9/2017,173.2603
11/10/2017,172.686859
11/13/2017,171.994812
11/14/2017,169.394669
11/15/2017,167.160339
11/16/2017,169.15741
11/17/2017,168.218185
11/20/2017,168.05011
11/21/2017,171.174255
11/22/2017,172.973587
11/24/2017,172.983475
11/27/2017,172.113464
11/28/2017,171.105042
11/29/2017,167.555801
11/30/2017,169.898895
12/1/2017,169.107971
12/4/2017,167.872177
12/5/2017,167.713974
12/6/2017,167.091141
12/7/2017,167.397629
12/8/2017,167.447037
12/11/2017,170.709595
12/12/2017,169.750595
12/13/2017,170.314117
12/14/2017,170.264694
12/15/2017,171.994812
12/18/2017,174.417007
12/19/2017,172.55835
12/20/2017,172.370514
12/21/2017,173.023026
12/22/2017,173.023026
12/26/2017,168.633423
12/27/2017,168.663101
12/28/2017,169.13765
